Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging
22,Female,Student,908,3,1-2,Weekly,No,No,2.27,Bottle,Gym/Fitness centre,Digestive health,5,None,Organic,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,5,2,4
23,Female,Retired,8585,3,5+,Weekly,Yes,No,18.33,Tetra Pak,Online retailer,Muscle recovery,5,BrandA,High protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,3
40,Male,Working professional,2774,4,None,Weekly,Yes,Yes,6.3,Bottle,Supermarket,Weight management,1,BrandC,Eco packaging,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,5,1,2,4
22,Male,Self-employed,1685,3,5+,Weekly,Yes,No,2.86,Can,Online retailer,Muscle recovery,4,None,No artificial flavors,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,2,5,1,3
20,Female,Homemaker,2802,3,3-4,Rarely,Yes,Yes,4.53,Bottle,Convenience store,Immune support,3,BrandC,Gluten-free,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,3,1,5,2
27,Male,Working professional,4163,5,None,Monthly,Yes,No,7.15,Bottle,Supermarket,Immune support,5,BrandA,No artificial flavors,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,2,3,5
51,Male,Working professional,2852,5,5+,Rarely,No,Yes,3.85,Bottle,Supermarket,Muscle recovery,3,BrandD,Gluten-free,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,3,4,1
32,Female,Working professional,675,1,3-4,Daily,Yes,No,1.0,Bottle,Online retailer,Muscle recovery,5,BrandB,Eco packaging,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,1,3,5,2
28,Male,Working professional,11019,3,1-2,Never,Yes,No,25.71,Jar,Supermarket,Energy boost,5,None,Organic,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,5,4,3
19,Female,Working professional,15481,4,3-4,Weekly,No,Yes,31.21,Tetra Pak,Convenience store,Digestive health,5,BrandB,High protein,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4,3,2,1
29,Male,Self-employed,8834,3,5+,Weekly,Yes,Yes,17.36,Powder sachet,Supermarket,Muscle recovery,2,BrandB,None,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,5,2,4
73,Female,Working professional,1765,4,3-4,Weekly,No,No,2.54,Bottle,Online retailer,Digestive health,1,BrandD,No artificial flavors,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,3,5
19,Male,Homemaker,4100,4,1-2,Rarely,Yes,No,9.06,Jar,Supermarket,Muscle recovery,5,BrandB,None,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,3,2,1,4
26,Male,Working professional,4886,5,3-4,Weekly,No,Yes,12.18,Tetra Pak,Supermarket,Energy boost,5,BrandA,No artificial flavors,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,5,2,3,1
43,Male,Working professional,8425,4,3-4,Never,No,Yes,18.3,Bottle,Supermarket,Energy boost,5,BrandA,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,3,2
34,Male,Working professional,8969,4,5+,Never,No,No,19.78,Tetra Pak,Online retailer,Energy boost,3,BrandB,Low sugar,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,5,4,3
32,Male,Working professional,2538,4,3-4,Rarely,No,No,3.9,Tetra Pak,Online retailer,Muscle recovery,4,None,Low sugar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,4,3
32,Male,Self-employed,5291,3,1-2,Daily,No,Yes,10.57,Can,Supermarket,Energy boost,4,BrandB,Low sugar,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,2,1,4,3
23,Female,Working professional,7417,4,5+,Rarely,No,No,13.69,Tetra Pak,Pharmacy,Muscle recovery,3,BrandA,None,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,4,2,5,1
22,Male,Working professional,18219,4,1-2,Rarely,Yes,No,36.65,Can,Online retailer,Energy boost,4,BrandC,Eco packaging,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,5,3,1,4
37,Female,Student,9266,2,1-2,Daily,Yes,Yes,21.08,Bottle,Supermarket,Weight management,4,BrandA,Eco packaging,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,5,3,2,4,1
37,Female,Working professional,9998,3,3-4,Daily,Yes,Yes,20.87,Can,Supermarket,Energy boost,3,BrandC,None,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,2,5,3,1
42,Female,Working professional,5300,3,3-4,Daily,No,Yes,13.85,Powder sachet,Supermarket,Weight management,3,BrandB,Low sugar,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,2,3,5
47,Male,Working professional,17491,5,None,Daily,No,No,34.4,Bottle,Supermarket,Energy boost,4,BrandB,No artificial flavors,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,2,5,4,3
26,Female,Other,7107,3,3-4,Monthly,No,No,12.6,Can,Online retailer,Muscle recovery,4,BrandA,High protein,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,5,1
26,Male,Working professional,2264,3,1-2,Never,No,No,5.55,Tetra Pak,Pharmacy,Energy boost,3,BrandA,No artificial flavors,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,5,4,1,3
37,Male,Self-employed,17379,4,3-4,Weekly,Yes,Yes,35.0,Jar,Convenience store,Energy boost,3,BrandD,Low sugar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,2
30,Other,Working professional,9211,4,5+,Monthly,Yes,Yes,19.07,Tetra Pak,Pharmacy,Immune support,5,BrandA,High protein,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,4,5,1
32,Male,Working professional,3299,2,1-2,Never,Yes,No,6.94,Bottle,Supermarket,Energy boost,5,None,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,4,1,3
37,Female,Student,3192,5,None,Weekly,Yes,Yes,5.42,Tetra Pak,Supermarket,Digestive health,5,BrandD,Low sugar,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,2,4
44,Female,Working professional,28867,5,1-2,Rarely,Yes,No,58.13,Can,Convenience store,Immune support,3,BrandA,Organic,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,2,4,5
22,Female,Working professional,7457,4,5+,Monthly,No,No,16.86,Can,Online retailer,Weight management,3,None,Organic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,4,3,2
23,Female,Working professional,5870,4,None,Monthly,No,Yes,13.89,Can,Supermarket,Weight management,5,BrandA,Eco packaging,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,3,5
19,Male,Student,6504,1,1-2,Weekly,Yes,Yes,12.03,Tetra Pak,Supermarket,Weight management,3,BrandD,Organic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,1,5
28,Male,Student,22696,3,3-4,Monthly,Yes,Yes,45.85,Jar,Online retailer,Weight management,4,BrandB,No artificial flavors,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,3,2
18,Female,Working professional,12892,5,3-4,Daily,Yes,Yes,28.74,Tetra Pak,Online retailer,Weight management,3,BrandA,Gluten-free,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,2,3,5,4,1
25,Male,Other,5835,2,None,Rarely,Yes,No,10.73,Can,Pharmacy,Energy boost,4,None,None,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,2,1,4,5
27,Male,Working professional,11466,3,3-4,Weekly,Yes,Yes,21.63,Bottle,Supermarket,Weight management,5,None,Gluten-free,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,3,4,2
22,Male,Working professional,1941,4,1-2,Rarely,Yes,Yes,17.5,Bottle,Supermarket,Digestive health,5,BrandC,High protein,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,2,4,1
28,Male,Working professional,7031,3,5+,Weekly,Yes,No,15.3,Powder sachet,Online retailer,Energy boost,5,BrandB,Eco packaging,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,2,4,1,5
18,Male,Working professional,25044,5,1-2,Daily,Yes,Yes,48.41,Can,Supermarket,Muscle recovery,5,None,Eco packaging,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,1,5,3,4
18,Male,Working professional,4039,2,1-2,Monthly,No,No,5.28,Can,Online retailer,Muscle recovery,4,BrandC,None,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,5,3,1,4
38,Female,Working professional,2292,5,3-4,Daily,Yes,Yes,5.01,Jar,Online retailer,Energy boost,4,BrandB,None,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,4,3,1,5
23,Female,Working professional,2733,4,1-2,Rarely,Yes,Yes,4.63,Bottle,Supermarket,Energy boost,2,BrandB,High protein,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,5,2,3,1
19,Female,Student,1843,5,3-4,Never,Yes,Yes,1.0,Powder sachet,Online retailer,Weight management,4,None,No artificial flavors,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,2,4,1,5
26,Male,Student,2425,3,1-2,Rarely,Yes,Yes,3.48,Jar,Supermarket,Muscle recovery,3,None,Gluten-free,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,5,1,4
35,Male,Working professional,3521,4,1-2,Daily,Yes,No,8.25,Jar,Online retailer,Weight management,5,None,Low sugar,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5,4,1,3,2
20,Male,Student,1387,5,3-4,Monthly,No,No,2.47,Bottle,Online retailer,Muscle recovery,4,BrandB,None,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,5,2,4,1
29,Female,Student,4984,4,3-4,Monthly,Yes,Yes,13.1,Can,Supermarket,Muscle recovery,4,BrandC,Eco packaging,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,4,3,5
19,Female,Working professional,11071,4,3-4,Rarely,Yes,Yes,17.97,Bottle,Online retailer,Digestive health,4,BrandA,Eco packaging,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,5,4,2,3
18,Male,Self-employed,2171,4,1-2,Daily,Yes,Yes,7.02,Can,Supermarket,Energy boost,3,BrandD,Organic,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,4,1,5
27,Female,Working professional,19290,4,1-2,Weekly,Yes,Yes,37.89,Tetra Pak,Supermarket,Muscle recovery,5,BrandC,Low sugar,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4,5,3,1,2
27,Male,Working professional,7783,4,None,Monthly,Yes,Yes,14.59,Bottle,Supermarket,Energy boost,5,BrandA,Low sugar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,5
30,Female,Working professional,12426,5,None,Daily,Yes,No,71.54,Tetra Pak,Supermarket,Energy boost,4,BrandC,Organic,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,4,1,2
33,Female,Retired,2719,3,3-4,Weekly,No,No,6.37,Can,Gym/Fitness centre,Weight management,5,BrandA,Eco packaging,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4,3,2,5,1
62,Female,Working professional,10605,4,5+,Weekly,No,Yes,17.56,Jar,Supermarket,Muscle recovery,4,BrandB,Low sugar,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,5,2,3,1
26,Female,Student,1840,5,1-2,Rarely,No,No,5.32,Can,Online retailer,Immune support,5,BrandB,None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,2,5,1
22,Female,Working professional,10951,4,1-2,Never,Yes,No,18.88,Bottle,Convenience store,Weight management,4,BrandD,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,2,4,5
37,Male,Student,5737,5,1-2,Monthly,Yes,Yes,8.76,Bottle,Supermarket,Weight management,5,BrandB,No artificial flavors,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,4,1,2,3
21,Female,Working professional,8086,5,1-2,Weekly,No,No,13.79,Powder sachet,Supermarket,Energy boost,5,BrandA,Eco packaging,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,4,3,2
24,Male,Working professional,1706,4,None,Weekly,Yes,No,1.98,Can,Supermarket,Muscle recovery,2,BrandA,Low sugar,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,5,2,1,4
18,Female,Homemaker,2196,2,5+,Never,Yes,Yes,6.28,Can,Supermarket,Weight management,5,BrandC,None,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,5,2,3,1
18,Female,Working professional,8413,1,3-4,Never,Yes,No,19.83,Bottle,Supermarket,Weight management,5,BrandA,No artificial flavors,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,2,4,1
57,Female,Self-employed,2093,4,5+,Never,Yes,Yes,2.96,Bottle,Gym/Fitness centre,Muscle recovery,4,BrandD,Organic,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,1,2,5,4
39,Male,Other,7457,5,5+,Rarely,Yes,Yes,14.82,Jar,Supermarket,Muscle recovery,5,None,Organic,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2,4,5,1,3
32,Female,Student,1436,3,3-4,Weekly,Yes,No,3.85,Jar,Online retailer,Energy boost,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,2,1,4
24,Female,Working professional,10544,3,3-4,Rarely,Yes,Yes,20.43,Bottle,Supermarket,Muscle recovery,1,BrandD,Eco packaging,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,4,2
20,Female,Working professional,1621,2,1-2,Weekly,No,Yes,4.14,Can,Supermarket,Weight management,5,BrandB,No artificial flavors,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,5,3,2,4
20,Male,Working professional,8079,5,3-4,Weekly,Yes,Yes,16.15,Bottle,Supermarket,Energy boost,4,BrandB,Eco packaging,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,5,2,1
21,Male,Working professional,8631,3,5+,Rarely,Yes,No,16.76,Powder sachet,Supermarket,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,3,1,5
27,Male,Retired,2625,4,None,Daily,Yes,No,2.41,Can,Supermarket,Digestive health,4,BrandC,Gluten-free,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,5,2,3,1
33,Male,Self-employed,8298,4,5+,Daily,Yes,No,16.89,Jar,Online retailer,Digestive health,4,None,No artificial flavors,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,3,1,5
30,Female,Working professional,6213,5,1-2,Weekly,Yes,No,14.34,Tetra Pak,Online retailer,Energy boost,5,None,Gluten-free,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,5,1,2,3
21,Male,Working professional,3026,4,5+,Weekly,No,Yes,4.5,Powder sachet,Supermarket,Muscle recovery,4,None,Low sugar,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,2,4,1,5
55,Other,Self-employed,1983,4,5+,Rarely,Yes,Yes,1.0,Powder sachet,Gym/Fitness centre,Muscle recovery,4,None,Eco packaging,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,2,5
34,Male,Other,840,3,3-4,Daily,No,No,1.04,Bottle,Supermarket,Immune support,4,BrandA,Low sugar,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,4,5,1,3
27,Male,Self-employed,6732,4,3-4,Daily,Yes,No,16.48,Powder sachet,Supermarket,Immune support,4,BrandA,Organic,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,3,1,5,2,4
29,Female,Student,1202,4,3-4,Daily,Yes,Yes,4.83,Powder sachet,Pharmacy,Muscle recovery,4,BrandB,Eco packaging,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,4
24,Female,Working professional,5355,5,5+,Daily,No,Yes,9.55,Bottle,Convenience store,Energy boost,3,BrandC,Gluten-free,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,2,3,5
21,Female,Student,3877,3,5+,Daily,Yes,No,8.67,Jar,Pharmacy,Weight management,4,BrandB,Low sugar,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,5,3,1,2
23,Female,Working professional,9056,1,3-4,Monthly,Yes,No,19.34,Tetra Pak,Supermarket,Muscle recovery,3,None,Organic,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,3,4
35,Female,Student,3745,2,3-4,Weekly,Yes,No,10.47,Jar,Convenience store,Immune support,4,BrandD,None,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,5,3,4,2
18,Male,Working professional,3654,4,3-4,Rarely,Yes,Yes,4.21,Bottle,Online retailer,Weight management,4,BrandC,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,2,5,4
19,Other,Working professional,9497,5,5+,Never,Yes,No,16.86,Tetra Pak,Online retailer,Digestive health,4,BrandA,Organic,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,5,3,1,4
18,Other,Student,6645,1,3-4,Monthly,Yes,No,9.27,Bottle,Convenience store,Muscle recovery,3,BrandA,Low sugar,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,4,5,2
18,Female,Working professional,6532,4,5+,Daily,Yes,No,11.71,Jar,Pharmacy,Energy boost,2,BrandB,High protein,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,4,1,2,5
41,Male,Working professional,7498,3,3-4,Daily,Yes,No,17.13,Powder sachet,Online retailer,Muscle recovery,4,None,Eco packaging,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,5,4,2,1,3
32,Female,Working professional,1234,2,None,Rarely,No,No,1.35,Tetra Pak,Pharmacy,Energy boost,4,BrandB,Organic,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4,5,2,3,1
25,Male,Student,9712,4,1-2,Monthly,No,No,16.81,Can,Supermarket,Muscle recovery,4,BrandC,High protein,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,3,4,1,2
19,Male,Working professional,8529,3,3-4,Rarely,No,No,17.51,Tetra Pak,Online retailer,Muscle recovery,2,None,Eco packaging,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,5,3,1
26,Male,Self-employed,1968,4,1-2,Rarely,Yes,No,4.44,Bottle,Supermarket,Immune support,4,BrandB,Eco packaging,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,4,5,1
25,Male,Student,3945,4,1-2,Never,No,No,5.86,Tetra Pak,Convenience store,Immune support,5,BrandA,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,2
20,Female,Student,4744,4,3-4,Never,Yes,Yes,8.48,Tetra Pak,Online retailer,Energy boost,4,BrandC,Low sugar,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,4,5,3,1
24,Female,Working professional,4354,2,None,Monthly,No,No,9.01,Bottle,Pharmacy,Energy boost,2,BrandC,None,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,3,5,2,4
24,Female,Retired,6637,5,1-2,Weekly,Yes,No,14.77,Bottle,Online retailer,Digestive health,3,None,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,4,2,3
29,Male,Working professional,17823,4,3-4,Never,Yes,No,34.35,Tetra Pak,Gym/Fitness centre,Muscle recovery,5,BrandA,No artificial flavors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,1
30,Male,Working professional,13012,5,5+,Monthly,No,Yes,24.44,Can,Supermarket,Digestive health,4,BrandB,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,2
18,Male,Working professional,1509,2,3-4,Daily,Yes,No,6.84,Powder sachet,Online retailer,Energy boost,3,BrandB,High protein,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,4,5,2
23,Other,Working professional,8603,1,5+,Monthly,Yes,Yes,16.66,Bottle,Gym/Fitness centre,Digestive health,5,BrandC,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,4,5
29,Male,Student,16253,1,3-4,Monthly,No,No,33.0,Bottle,Supermarket,Weight management,3,BrandA,Eco packaging,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,5,3,4
26,Female,Working professional,6961,3,1-2,Rarely,No,No,15.22,Tetra Pak,Supermarket,Energy boost,4,BrandD,Organic,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,2,1,4
41,Female,Retired,13120,4,3-4,Monthly,No,Yes,22.67,Tetra Pak,Online retailer,Energy boost,2,BrandB,Eco packaging,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4,3,1,5,2
30,Male,Working professional,30063,5,3-4,Weekly,Yes,No,60.09,Can,Supermarket,Digestive health,3,BrandD,Organic,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,3,4,1,5
20,Female,Homemaker,12349,4,1-2,Never,Yes,Yes,21.41,Tetra Pak,Supermarket,Weight management,4,BrandB,Low sugar,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,5,4,3
18,Female,Self-employed,6151,3,None,Rarely,Yes,Yes,12.04,Can,Supermarket,Immune support,3,BrandB,High protein,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,3,5
30,Female,Student,12589,4,3-4,Monthly,Yes,No,82.69,Tetra Pak,Supermarket,Muscle recovery,1,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,4,3
18,Female,Retired,5599,2,None,Weekly,Yes,Yes,9.2,Bottle,Pharmacy,Energy boost,5,BrandA,Eco packaging,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,5,1,3,2
28,Male,Student,5022,4,3-4,Weekly,Yes,Yes,6.71,Bottle,Convenience store,Muscle recovery,2,BrandA,Gluten-free,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,2,1,3
51,Male,Working professional,3582,4,1-2,Monthly,Yes,Yes,10.94,Bottle,Gym/Fitness centre,Energy boost,4,BrandC,Organic,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,2,5,3
28,Female,Student,20072,5,3-4,Daily,Yes,Yes,37.85,Bottle,Supermarket,Muscle recovery,3,BrandC,High protein,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,3,1,4,5
23,Female,Student,2353,5,3-4,Weekly,No,No,1.71,Bottle,Gym/Fitness centre,Weight management,5,BrandB,Gluten-free,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,5,3,2,1,4
30,Male,Working professional,105185,3,None,Rarely,No,Yes,213.61,Bottle,Online retailer,Muscle recovery,5,BrandC,Low sugar,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,4,3,2,1
25,Female,Working professional,7707,4,1-2,Weekly,No,No,13.04,Powder sachet,Gym/Fitness centre,Weight management,3,BrandA,Low sugar,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,3,2,4,1
27,Female,Working professional,1395,5,3-4,Weekly,No,Yes,6.08,Bottle,Online retailer,Energy boost,4,BrandA,Gluten-free,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,2,5,4
52,Female,Working professional,29371,5,5+,Daily,Yes,Yes,59.29,Bottle,Supermarket,Energy boost,5,BrandA,No artificial flavors,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,2,4,5
23,Male,Student,742,4,5+,Weekly,No,Yes,4.05,Jar,Online retailer,Weight management,2,None,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,3,1,5,4
56,Female,Student,8630,5,3-4,Rarely,Yes,No,17.63,Can,Online retailer,Immune support,4,None,None,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,3,4,2
46,Female,Working professional,10902,2,3-4,Weekly,No,No,23.96,Can,Pharmacy,Weight management,5,BrandA,None,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,3,2,1
20,Male,Working professional,2884,5,1-2,Daily,No,No,3.93,Can,Gym/Fitness centre,Muscle recovery,3,BrandA,Gluten-free,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,2
18,Male,Self-employed,5493,2,1-2,Monthly,No,No,9.76,Can,Supermarket,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,1,3,5
19,Other,Working professional,28531,4,1-2,Never,Yes,Yes,52.83,Bottle,Gym/Fitness centre,Weight management,2,BrandB,Organic,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,1,4,3
18,Male,Self-employed,3118,5,3-4,Monthly,Yes,No,8.18,Bottle,Online retailer,Muscle recovery,4,None,Organic,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,5,4,3
19,Female,Working professional,1895,3,1-2,Daily,Yes,No,10.15,Powder sachet,Supermarket,Digestive health,3,BrandB,None,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,1,3,2,5
31,Female,Working professional,18648,4,None,Weekly,Yes,Yes,35.28,Bottle,Online retailer,Weight management,4,BrandA,High protein,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,5,2,3
18,Male,Working professional,28748,3,3-4,Rarely,Yes,Yes,54.0,Bottle,Supermarket,Weight management,3,BrandB,High protein,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,5
22,Female,Working professional,4931,5,3-4,Weekly,Yes,No,10.43,Can,Supermarket,Digestive health,3,BrandA,Organic,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,4,2,1
40,Male,Working professional,12214,5,1-2,Monthly,Yes,Yes,27.78,Bottle,Supermarket,Weight management,4,BrandB,None,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,3,2,1,5
